0,1,447,94,407,841,143,322,838,581,202,212,546,719,442,533,100,799
1,1,846,565,243,588,379,480,474,309,394,202,292,311,236,630,56,147
2,0,837,290,944,988,963,918,614,956,80,739,402,428,285,229,924,230
3,0,319,146,489,22,561,737,224,740,852,569,311,949,813,212,730,441
4,1,465,616,587,213,520,687,854,960,62,904,111,166,660,648,459,596
5,0,794,184,440,394,718,978,855,172,22,735,707,784,783,555,738,572
6,0,921,334,892,772,447,907,370,699,880,183,278,64,501,909,111,32
7,1,866,143,828,628,318,980,839,562,515,932,541,648,718,254,235,646
8,0,390,718,937,165,967,776,281,447,233,282,587,131,809,135,574,916
9,1,331,604,301,164,480,48,289,93,159,438,951,419,662,661,512,272
10,0,688,103,174,107,666,810,275,475,641,362,277,24,737,823,9,945
11,5,963,361,553,531,795,479,259,634,611,220,799,954,756,100,420,865
12,1,849,297,477,962,485,370,506,253,456,155,210,831,123,872,902,248
13,1,661,673,61,888,613,762,91,260,999,455,528,174,326,64,576,596
14,3,594,688,493,787,16,825,642,956,751,784,775,993,983,154,151,891
15,1,230,798,679,788,149,849,33,747,14,772,969,503,642,776,512,766
16,1,307,138,828,161,718,390,144,765,762,293,847,980,695,386,917,30
17,1,293,885,302,418,12,331,499,413,574,263,184,930,806,264,613,381
18,1,933,111,104,175,773,598,893,279,295,476,483,169,980,594,72,685
19,0,47,71,310,350,227,435,640,185,5,817,898,825,79,451,639,186
20,1,907,277,526,508,887,593,313,494,762,389,924,792,489,600,921,511
21,1,400,341,902,571,367,543,236,772,756,779,80,33,402,532,161,662
22,1,856,871,641,388,37,384,657,836,801,603,466,231,34,334,703,776
23,0,283,46,352,122,114,250,390,254,795,562,897,675,149,930,145,816
24,3,237,129,989,713,708,744,958,904,200,460,816,984,806,809,105,168
25,0,301,218,376,45,864,122,732,650,466,977,366,276,363,321,654,244
26,3,121,305,40,76,136,795,334,493,672,763,246,540,278,49,766,230
27,1,603,407,528,880,212,45,596,889,253,449,524,713,964,513,924,427
28,0,472,70,617,651,79,381,595,427,274,843,367,308,665,759,56,313
29,1,89,275,733,313,989,657,625,563,719,284,648,218,226,81,328,614
30,2,327,375,962,130,476,650,545,118,542,18,438,11,930,858,39,615
31,1,138,696,477,726,399,219,507,899,9,401,511,383,720,196,330,900
32,1,963,28,994,877,571,826,467,682,96,768,798,556,505,142,487,385
33,3,156,439,690,979,842,283,640,774,545,317,749,998,129,320,900,420
34,0,205,107,603,575,587,316,151,845,809,699,923,631,238,379,995,475
35,0,742,231,296,351,949,964,631,503,754,145,711,828,732,706,71,293
36,1,167,512,769,738,271,692,794,325,223,154,975,451,409,436,706,173
37,0,530,588,27,236,151,553,912,346,156,510,301,771,184,729,234,653
38,1,488,844,590,122,769,9,504,337,586,146,298,415,926,709,317,245
39,4,298,968,835,893,221,750,443,652,542,520,634,20,996,24,926,177
40,1,194,502,670,548,690,344,218,632,95,543,422,736,401,862,283,653
41,0,921,468,804,734,267,639,928,489,703,946,124,675,473,129,941,196
42,0,481,18,770,961,646,435,346,290,986,297,286,555,272,478,855,953
43,0,761,335,639,998,174,457,129,350,706,385,626,77,721,247,60,597
44,1,506,296,831,139,655,586,631,78,168,874,715,212,516,838,729,917
45,1,627,986,545,976,656,470,290,500,505,186,608,730,412,714,595,737
46,0,74,369,215,140,123,473,738,889,68,755,45,970,235,32,571,207
47,1,994,905,558,708,754,434,318,61,33,771,611,424,912,406,192,294
48,1,364,911,92,731,250,249,721,561,989,226,906,887,68,234,494,823
49,1,888,199,543,252,129,151,925,8,116,843,114,84,971,712,282,654
50,1,914,920,683,546,601,682,235,81,207,271,190,757,578,493,36,19
51,0,576,98,341,327,408,801,73,884,871,571,419,427,542,364,560,540
52,1,117,268,636,402,53,745,392,488,376,735,624,728,16,256,56,409
53,1,384,898,425,653,267,692,871,499,224,213,731,217,736,996,314,211
54,0,320,928,66,433,367,442,381,317,49,674,311,193,497,678,630,752
55,4,156,540,881,666,872,929,783,641,26,570,90,412,834,585,65,142
56,0,781,812,744,20,608,495,395,398,34,771,461,873,18,825,838,606
57,0,641,83,51,125,368,512,218,415,858,878,164,603,708,491,810,592
58,3,540,429,925,723,758,609,608,721,702,548,329,196,436,741,96,479
59,3,335,204,538,687,255,975,235,966,921,996,295,483,774,398,418,944
60,0,152,73,963,834,220,908,771,178,313,710,461,431,116,177,789,126
61,1,650,35,803,436,306,248,103,797,949,261,924,815,499,584,64,922
62,1,903,248,716,243,155,418,176,582,985,135,662,873,272,23,924,300
63,1,860,665,199,754,820,552,704,355,610,190,158,183,836,52,771,8
64,0,555,268,173,977,693,853,472,426,653,891,499,826,498,757,451,475
65,0,310,966,373,853,336,802,143,746,836,608,999,290,356,359,323,650
66,3,433,660,555,490,938,11,933,860,764,266,884,34,252,548,467,574
67,1,988,647,141,364,661,610,802,755,130,370,856,347,265,645,890,489
68,0,812,919,486,525,378,792,873,84,52,512,964,823,220,648,862,366
69,1,161,192,888,97,237,718,293,973,790,473,343,670,649,114,82,714
70,0,546,533,176,917,88,783,79,515,589,992,796,210,460,673,544,764
71,1,466,581,164,246,254,534,557,499,219,194,179,244,49,614,357,302
72,0,185,173,951,939,348,175,571,148,91,673,417,257,373,656,381,903
73,0,681,586,532,951,817,118,161,292,632,723,114,346,989,837,85,974
74,1,363,515,758,53,173,728,879,240,754,656,38,27,500,392,101,15
75,1,143,460,250,285,153,293,421,15,456,929,166,869,599,169,440,589
76,1,422,653,436,343,909,847,149,446,500,392,698,492,947,353,205,254
77,1,702,900,351,747,558,706,249,992,724,123,786,802,259,671,117,892
78,0,368,323,179,894,455,815,129,72,982,286,55,578,796,552,212,470
79,1,195,453,206,533,146,114,574,587,526,780,952,178,982,682,507,371
80,0,696,744,752,493,614,351,899,984,479,916,113,595,558,736,272,368
81,0,659,810,269,723,704,650,23,152,47,323,608,479,24,678,474,38
82,0,255,500,730,141,277,493,150,885,502,521,258,189,365,311,628,754
83,1,257,130,822,213,508,957,353,428,469,236,847,696,205,759,367,966
84,1,810,884,812,395,654,533,320,577,870,538,960,768,839,925,318,287
85,0,691,97,318,600,225,73,482,215,344,4,116,243,220,93,469,685
86,0,279,552,542,142,713,947,640,21,982,39,654,113,72,456,879,958
87,0,353,52,708,0,454,896,189,943,709,589,419,385,178,816,866,240
88,1,104,926,819,294,830,685,207,303,997,36,183,586,777,237,775,721
89,0,554,594,589,620,818,154,98,261,311,840,852,890,676,410,212,409
90,3,252,380,646,148,516,2,674,237,371,649,426,321,826,607,666,721
91,1,479,196,980,242,514,260,413,961,633,627,120,680,779,181,185,448
92,1,386,872,408,682,653,273,296,949,164,481,176,452,407,270,522,741
93,1,998,469,549,250,5,760,313,334,303,385,20,892,825,653,315,602
94,1,721,952,937,528,558,117,257,438,212,532,663,993,713,615,628,157
95,1,693,510,21,280,235,543,176,887,842,966,876,989,940,125,769,928
96,1,616,870,114,486,655,596,699,108,989,986,76,456,479,317,260,778
97,1,288,709,398,333,216,580,256,110,600,145,988,16,875,999,15,909
98,1,832,57,6,966,766,782,28,120,194,480,741,103,744,610,137,995
99,0,164,703,301,14,185,584,503,162,156,347,672,946,242,539,692,304
100,0,988,518,71,604,756,162,313,521,104,31,254,132,892,425,223,955
101,3,483,307,708,593,264,717,532,552,603,785,857,699,918,693,688,739
102,0,645,882,672,65,540,58,546,888,165,233,500,490,49,400,992,968
103,1,624,755,409,40,166,137,252,995,965,64,73,285,676,840,913,487
104,1,504,618,764,189,829,260,533,581,83,281,330,86,605,813,413,338
105,1,257,555,196,561,545,774,171,63,405,232,420,944,511,463,185,842
106,1,420,966,579,242,688,602,97,573,771,351,135,380,208,256,312,59
107,1,962,15,812,551,706,156,145,870,130,605,516,963,791,897,474,31
108,4,314,178,329,569,697,599,534,620,580,612,137,151,33,792,268,529
109,1,265,899,164,530,730,394,716,69,108,782,662,282,19,388,236,53
110,1,118,984,17,388,212,980,874,527,430,403,136,317,489,760,161,170
111,0,837,888,988,884,705,563,975,717,385,313,806,865,450,620,427,337
112,4,558,447,876,786,371,696,704,463,176,292,618,245,164,523,587,438
113,3,619,693,207,886,117,838,482,147,620,364,470,333,997,911,818,871
114,0,211,781,43,593,104,433,76,0,64,677,319,924,503,654,510,313
115,3,642,934,392,145,150,176,253,918,997,836,535,532,762,480,162,231
116,1,968,761,934,293,673,653,684,175,515,235,908,188,84,823,284,211
117,0,285,586,98,735,998,31,66,113,360,203,871,80,302,374,920,230
118,1,449,476,192,575,922,521,237,858,146,535,610,746,527,632,494,777
119,1,57,953,603,413,358,168,440,431,584,260,510,854,397,13,907,726
120,1,776,177,640,291,368,649,600,684,790,181,540,50,381,58,864,88
121,0,22,663,330,200,785,587,733,832,646,508,419,650,227,973,341,290
122,1,484,695,506,297,224,444,27,814,808,290,456,779,487,812,751,797
123,0,792,808,331,492,710,508,317,761,259,855,692,435,671,61,759,890
124,1,155,785,792,565,332,103,815,824,6,980,447,937,817,525,180,694
125,0,132,683,639,582,818,679,300,820,77,502,591,647,295,788,479,935
126,0,153,421,801,89,919,228,224,237,790,331,384,348,795,88,890,577
127,1,164,22,264,534,437,100,247,266,363,307,732,379,446,171,830,253
128,1,60,660,896,145,556,702,574,891,398,960,302,276,216,712,232,298
129,0,351,564,768,520,701,874,757,565,474,398,710,67,715,937,650,55
130,0,398,634,760,534,229,34,963,643,445,641,510,517,513,310,637,540
131,3,872,190,333,565,338,939,938,95,138,230,894,28,329,980,12,931
132,1,66,500,449,388,579,707,841,785,549,540,551,909,204,745,337,166
133,1,581,63,673,922,997,291,488,931,738,774,332,859,14,783,767,582
134,1,584,579,175,524,803,351,798,435,305,468,632,771,809,960,870,148
135,0,110,519,359,25,443,727,449,265,173,673,240,214,166,706,993,121
136,1,436,711,187,821,922,570,762,134,807,357,564,410,211,46,733,799
137,1,49,386,940,399,946,854,438,993,931,115,754,865,654,30,491,466
138,1,329,281,743,600,500,971,891,447,331,487,457,793,693,886,537,303
139,0,989,482,426,842,485,117,774,331,776,382,570,942,589,883,894,990
140,5,536,410,842,632,699,9,76,994,681,843,788,537,454,953,767,793
141,1,505,201,988,21,771,19,430,368,6,463,515,255,333,740,657,135
142,1,24,260,126,905,603,829,409,123,423,74,526,177,810,917,717,633
143,0,606,428,457,699,881,931,852,297,583,118,421,260,441,586,585,987
144,1,710,852,584,368,202,346,444,567,582,650,749,527,524,959,12,211
145,1,298,136,83,932,23,922,937,801,876,808,530,309,432,153,376,670
146,0,816,884,680,206,584,670,259,154,896,201,860,994,703,775,141,773
147,0,643,859,888,775,483,76,399,405,730,440,360,277,523,229,636,644
148,1,879,302,178,999,128,247,318,848,484,129,159,429,819,959,942,179
149,1,858,44,633,201,206,121,857,761,820,922,417,415,601,234,779,774
150,1,713,848,566,750,664,509,907,47,779,618,541,107,297,18,135,471
151,0,460,476,389,618,439,976,927,101,290,176,720,470,667,401,281,983
152,3,921,968,897,724,926,154,292,369,942,332,394,471,310,443,854,593
153,1,659,962,881,552,591,886,501,829,369,839,699,241,602,784,32,974
154,1,139,38,738,648,304,90,981,350,731,680,324,478,243,82,836,383
155,1,713,812,112,638,419,586,741,778,752,119,158,496,983,292,293,350
156,0,779,342,131,164,583,772,641,345,515,499,952,533,317,268,422,104
157,1,103,553,27,601,859,649,564,104,866,458,366,615,622,374,86,995
158,1,947,854,747,882,768,327,433,407,379,550,153,847,807,602,622,783
159,1,154,542,463,757,967,356,271,115,122,385,755,274,995,761,411,30
160,0,187,817,943,275,38,419,757,363,625,109,533,192,896,236,185,649
161,1,787,501,850,156,981,250,319,23,753,522,401,882,914,476,779,500
162,1,592,994,78,503,817,73,777,168,958,205,591,191,773,964,925,608
163,3,724,473,241,735,802,784,43,661,816,108,268,840,627,470,483,964
164,1,621,144,952,102,416,776,546,442,337,787,408,139,278,456,394,221
165,1,662,433,706,699,948,147,97,400,815,759,935,623,570,367,674,573
166,3,835,689,920,569,775,785,459,990,219,414,885,489,880,577,626,742
167,0,850,711,268,235,922,899,961,676,321,912,159,500,153,684,637,56
168,1,882,544,448,263,597,301,489,614,131,746,46,254,232,220,807,579
169,1,649,162,433,864,161,841,501,85,785,727,313,557,321,697,588,408
170,1,537,838,660,454,3,884,156,831,301,219,187,271,701,385,356,181
171,0,535,285,6,345,746,914,577,908,267,379,375,870,460,997,588,307
172,0,175,209,252,960,755,962,797,350,96,308,850,764,225,452,83,268
173,1,341,844,257,935,337,375,288,281,509,120,361,701,973,712,516,588
174,0,947,358,146,971,329,870,38,944,644,367,53,177,959,922,355,993
175,4,647,683,769,421,602,825,780,132,194,820,307,613,531,962,431,759
176,0,313,836,128,265,291,621,688,238,665,786,463,770,282,349,82,196
177,1,922,455,105,169,767,165,382,467,995,615,651,48,0,107,129,259
178,1,930,617,772,688,835,23,530,948,283,263,702,414,773,1,128,354
179,4,504,797,324,192,14,318,232,736,950,890,719,343,637,747,472,214
180,4,876,172,961,252,990,571,230,759,276,251,465,132,449,386,405,700
181,1,922,345,865,654,831,346,645,505,468,738,160,8,57,282,678,633
182,0,839,364,677,234,875,431,537,426,459,39,635,478,322,193,599,896
183,1,341,84,292,376,811,512,494,257,515,27,729,778,599,399,234,220
184,0,923,178,365,500,21,468,805,526,50,155,926,563,54,981,205,523
185,1,527,96,562,84,711,535,886,570,433,390,618,835,513,391,857,388
186,1,835,123,481,657,735,987,229,553,406,125,403,560,132,274,653,792
187,0,698,748,435,769,592,277,319,217,535,331,645,309,402,722,290,941
188,0,583,798,138,182,996,924,623,527,328,893,37,575,442,67,417,819
189,0,365,8,375,176,500,124,466,554,641,938,904,545,807,427,699,783
190,1,46,246,399,559,501,421,832,626,311,99,361,671,509,238,691,59
