0,1,665,669
1,1,561,712
2,0,210,933
3,0,59,749
4,1,199,682
5,0,504,238
6,0,896,231
7,1,858,611
8,0,870,608
9,1,669,60
10,0,65,830
11,5,281,850
12,1,599,869
13,1,323,709
14,3,633,509
15,1,715,730
16,1,103,164
17,1,313,512
18,1,957,793
19,0,209,86
20,1,726,632
21,1,179,558
22,1,516,974
23,0,782,617
24,3,186,48
25,0,6,121
26,3,262,888
27,1,558,803
28,0,492,479
29,1,431,155
30,2,264,213
31,1,674,326
32,1,855,187
33,3,98,360
34,0,125,410
35,0,118,934
36,1,866,781
37,0,143,471
38,1,514,83
39,4,939,125
40,1,636,478
41,0,206,499
42,0,668,929
43,0,30,582
44,1,727,123
45,1,950,385
46,0,268,591
47,1,549,818
48,1,829,906
49,1,470,377
50,1,56,830
51,0,521,520
52,1,49,242
53,1,466,960
54,0,830,999
55,4,306,148
56,0,691,556
57,0,707,780
58,3,296,709
59,3,270,761
60,0,152,178
61,1,154,624
62,1,965,103
63,1,38,27
64,0,244,767
65,0,480,323
66,3,105,686
67,1,323,811
68,0,161,244
69,1,620,474
70,0,374,701
71,1,77,260
72,0,151,464
73,0,594,532
74,1,845,193
75,1,315,207
76,1,332,358
77,1,9,220
78,0,70,34
79,1,647,63
80,0,586,627
81,0,775,794
82,0,770,810
83,1,135,396
84,1,848,839
85,0,673,945
86,0,311,250
87,0,623,784
88,1,612,499
89,0,286,413
90,3,915,750
91,1,226,861
92,1,563,992
93,1,965,363
94,1,897,523
95,1,47,635
96,1,354,371
97,1,58,402
98,1,497,538
99,0,438,255
100,0,237,355
101,3,135,720
102,0,324,644
103,1,607,218
104,1,3,301
105,1,664,293
106,1,584,155
107,1,87,25
108,4,712,66
109,1,162,171
110,1,617,703
111,0,582,593
112,4,456,677
113,3,259,310
114,0,934,683
115,3,7,421
116,1,286,887
117,0,648,541
118,1,646,607
119,1,660,829
120,1,186,728
121,0,398,709
122,1,185,604
123,0,342,917
124,1,270,423
125,0,710,98
126,0,183,702
127,1,871,995
128,1,750,794
129,0,323,862
130,0,935,1
131,3,184,426
132,1,753,824
133,1,990,688
134,1,347,478
135,0,882,32
136,1,117,120
137,1,815,778
138,1,150,457
139,0,394,77
140,5,910,33
141,1,841,510
142,1,111,947
143,0,129,825
144,1,193,177
145,1,734,782
146,0,238,605
147,0,306,994
148,1,573,474
149,1,498,88
150,1,714,826
151,0,475,384
152,3,214,22
153,1,647,45
154,1,483,364
155,1,282,736
156,0,219,283
157,1,475,149
158,1,408,957
159,1,186,547
160,0,243,891
161,1,415,189
162,1,344,898
163,3,944,770
164,1,232,322
165,1,48,334
166,3,345,378
167,0,704,949
168,1,109,943
169,1,503,858
170,1,84,129
171,0,372,377
172,0,717,803
173,1,102,724
174,0,442,732
175,4,503,88
176,0,38,633
177,1,924,333
178,1,901,134
179,4,384,354
180,4,922,271
181,1,880,786
182,0,156,868
183,1,364,326
184,0,660,853
185,1,165,367
186,1,298,818
187,0,321,390
188,0,961,156
189,0,639,446
190,1,328,476
191,0,25,802
192,3,826,310
193,3,923,177
194,5,650,365
195,0,238,746
196,1,517,762
197,0,523,3
198,0,56,341
199,4,807,145
200,1,666,392
201,0,476,997
202,1,54,595
203,1,184,343
204,0,55,480
205,0,249,873
206,1,407,465
207,0,215,826
208,0,841,721
209,3,578,357
210,0,797,837
211,0,726,461
212,1,551,386
213,1,580,675
214,1,946,147
215,1,813,663
216,1,791,670
217,4,114,746
218,5,16,145
219,1,810,438
220,1,304,147
221,1,481,339
222,1,986,527
223,0,667,753
224,0,10,879
225,4,448,136
226,1,768,175
227,0,724,644
228,0,156,391
229,0,119,690
230,3,744,278
231,1,870,355
232,1,332,45
233,1,372,721
234,1,148,789
235,1,877,202
236,0,580,716
237,1,530,229
238,5,200,751
239,1,419,652
240,0,823,220
241,0,402,698
242,1,41,192
243,1,368,284
244,0,112,800
245,1,609,293
246,1,168,844
247,1,774,243
248,1,657,354
249,1,488,954
250,1,299,784
251,1,232,160
252,1,191,474
253,0,985,173
254,1,918,411
255,0,574,533
256,3,429,74
257,0,330,411
258,1,344,348
259,1,566,30
260,1,514,976
261,0,970,958
262,1,73,247
263,1,517,575
264,1,258,40
265,1,615,30
266,1,796,9
267,1,134,240
268,1,433,639
269,1,705,285
270,3,869,497
271,1,692,562
272,0,714,252
273,0,427,836
274,1,975,658
275,1,694,939
276,0,360,785
277,1,74,996
278,0,67,912
279,1,62,13
280,0,628,759
281,0,684,947
282,0,817,587
283,0,364,838
284,1,651,611
285,1,934,793
286,1,493,992
287,1,194,993
288,0,797,799
289,0,764,340
290,1,572,483
291,1,980,544
292,0,57,654
293,0,977,125
294,3,771,810
295,1,754,802
296,0,908,302
297,0,170,845
298,1,716,627
299,1,611,385
300,1,404,528
301,1,687,924
302,0,112,61
303,1,736,810
304,1,288,958
305,3,369,699
306,0,485,666
307,1,137,545
308,1,447,927
309,1,80,972
310,0,611,978
311,1,781,178
312,0,664,971
313,0,526,911
314,1,933,488
315,0,276,361
316,1,432,325
317,0,598,201
318,1,575,886
319,0,347,137
320,1,303,976
321,1,313,157
322,1,556,142
323,5,399,122
324,1,242,251
325,4,383,933
326,1,499,645
327,0,151,712
328,1,119,163
329,3,314,499
330,5,156,711
331,0,343,279
332,0,251,551
333,0,336,307
334,0,825,19
335,0,208,621
336,0,675,34
337,1,670,443
338,0,682,985
339,1,146,170
340,1,600,689
341,1,497,841
342,0,875,944
343,1,786,602
344,0,858,588
345,0,592,20
346,1,295,734
347,3,85,951
348,1,475,211
349,3,686,210
350,1,799,725
351,1,871,693
352,0,336,792
353,1,65,490
354,0,203,541
355,1,580,859
356,1,645,619
357,1,91,961
358,1,987,741
359,1,843,795
360,1,472,548
361,0,379,11
362,0,434,353
363,5,687,768
364,0,739,766
365,1,956,738
366,0,9,736
367,1,422,492
368,1,53,631
369,3,403,694
370,1,457,311
371,0,271,439
372,0,344,246
373,1,803,245
374,0,993,747
375,1,622,458
376,1,903,668
377,1,294,94
378,1,848,523
379,1,79,78
380,2,732,154
381,1,617,416
382,1,159,537
383,1,937,210
384,1,473,455
385,1,937,180
386,1,707,320
387,1,134,228
388,1,299,506
389,1,793,626
390,1,103,413
391,1,226,555
392,0,936,842
393,1,499,840
394,1,784,603
395,1,185,90
396,3,898,708
397,0,970,946
398,1,190,998
399,0,938,588
400,1,582,809
401,2,463,596
402,0,807,787
403,3,133,979
404,1,647,983
405,3,970,823
406,0,76,184
407,3,48,72
408,1,104,854
409,0,674,778
410,1,834,611
411,1,356,80
412,4,991,0
413,1,638,808
414,1,396,660
415,0,694,436
416,4,839,81
417,5,568,274
418,0,187,135
419,5,414,406
420,1,35,480
421,0,0,706
422,1,793,466
423,0,724,307
424,1,114,418
425,1,837,922
426,1,349,70
427,0,376,932
428,0,0,708
429,1,659,373
430,0,463,521
431,1,72,317
432,1,622,765
433,1,221,172
434,4,946,128
435,2,254,748
436,1,348,598
437,1,56,484
438,1,661,312
439,0,755,529
440,3,206,232
441,0,700,440
442,1,869,482
443,0,567,642
444,1,0,929
445,1,651,923
446,1,934,604
447,1,217,880
448,4,216,963
449,1,174,13
450,0,613,921
451,0,988,635
452,1,76,681
453,0,238,232
454,0,963,177
455,0,158,450
456,0,584,193
457,1,611,664
458,0,437,77
459,1,913,290
460,3,338,71
461,1,636,994
462,1,964,814
463,0,309,750
464,1,730,714
465,1,165,423
466,4,592,978
467,1,370,968
468,1,531,153
469,1,96,777
470,1,676,542
471,1,134,308
472,1,201,863
473,1,490,540
474,1,385,108
475,1,143,814
476,1,276,884
477,1,197,635
478,1,104,203
479,0,562,65
480,1,159,404
481,0,314,258
482,3,514,293
483,0,417,915
484,3,524,662
485,1,506,685
486,1,261,521
487,0,977,193
488,0,500,75
489,1,774,713
490,1,560,579
491,0,129,111
492,1,872,818
493,0,555,606
494,0,335,191
495,1,15,92
496,1,992,570
497,0,386,637
498,1,243,627
499,0,315,48
500,1,523,107
501,1,901,413
502,1,167,589
503,0,563,69
504,0,920,467
505,1,99,241
506,1,469,355
507,1,802,321
508,5,313,743
509,1,982,394
510,0,602,206
511,1,426,747
512,0,388,276
513,0,632,445
514,0,247,316
515,1,592,39
516,1,870,145
517,0,327,81
518,1,739,930
519,0,78,44
520,1,505,159
521,1,341,89
522,1,423,682
523,0,139,812
524,1,557,598
525,0,366,554
526,5,538,331
527,1,112,681
528,1,165,923
529,1,0,982
530,1,493,223
531,0,329,271
532,0,72,860
533,1,760,955
534,0,559,883
535,0,759,397
536,1,349,490
537,1,622,137
538,1,375,471
539,0,85,783
540,1,542,655
541,1,333,995
542,0,560,943
543,1,878,106
544,1,362,828
545,0,265,97
546,0,468,618
547,1,940,789
548,0,97,485
549,1,452,103
550,5,659,580
551,4,529,876
552,1,596,709
553,1,400,846
554,1,708,835
555,0,236,337
556,1,32,311
557,1,338,128
558,1,303,226
559,1,922,772
560,1,656,234
561,1,827,138
562,1,739,946
563,0,944,968
564,1,53,93
565,1,690,621
566,1,265,449
567,1,924,63
568,4,550,986
569,1,680,255
570,0,364,224
571,0,577,782
572,0,463,530
573,0,607,273
574,1,42,875
575,1,75,801
576,1,959,509
577,1,507,795
578,1,101,420
579,1,666,643
580,3,647,919
581,1,566,851
582,1,370,722
583,1,463,84
584,3,710,198
585,0,580,515
586,0,324,953
587,0,494,334
588,1,933,653
589,3,634,460
590,0,824,513
591,1,692,275
592,1,601,648
593,1,619,429
594,0,176,539
595,0,4,14
596,1,729,864
597,1,281,660
598,1,496,505
599,0,966,110
600,0,403,974
601,1,919,590
602,1,212,256
603,1,914,998
604,0,938,126
605,1,977,484
606,1,696,574
607,1,501,162
608,1,697,552
609,1,831,482
610,0,774,346
611,1,737,579
612,1,577,721
613,3,64,137
614,0,505,470
615,1,789,174
616,1,100,818
617,1,466,580
618,4,542,788
619,4,941,421
620,1,518,341
621,3,691,585
622,1,310,144
623,1,927,50
624,0,592,742
625,0,567,412
626,1,46,760
627,1,342,592
628,1,303,589
629,1,702,128
630,1,48,523
631,3,886,52
632,1,692,852
633,0,905,569
634,0,300,286
635,0,658,260
636,5,990,842
637,4,502,716
638,0,907,947
639,3,436,205
640,1,451,717
641,3,834,619
642,1,815,694
643,1,984,542
644,1,491,322
645,1,963,886
646,1,292,322
647,1,403,722
648,1,456,119
649,1,2,691
650,1,904,606
651,0,303,60
652,1,409,815
653,3,975,705
654,1,387,102
655,1,224,818
656,5,335,59
657,0,656,696
658,0,788,852
659,1,992,27
660,1,295,430
661,1,437,238
662,4,803,767
663,1,435,227
664,1,80,814
665,0,946,34
666,1,641,476
667,0,954,417
668,1,424,967
669,5,927,73
670,0,962,246
671,1,504,780
672,0,682,798
673,1,826,470
674,1,95,918
675,1,500,196
676,0,449,105
677,1,944,913
678,1,948,248
679,1,792,336
680,1,928,630
681,1,718,204
682,1,486,116
683,0,68,679
684,1,584,579
685,0,744,581
686,0,770,399
687,0,372,589
688,1,140,150
689,0,305,573
690,1,835,865
691,1,687,546
692,1,938,857
693,1,615,78
694,1,919,80
695,0,206,776
696,0,908,236
697,1,901,546
698,1,493,389
699,4,358,393
700,3,253,184
701,1,833,259
702,0,291,53
703,1,199,114
704,1,867,856
705,1,648,220
706,1,266,66
707,0,139,51
708,1,773,976
709,1,957,881
710,3,274,942
711,1,939,557
712,3,960,200
713,1,76,23
714,3,763,3
715,0,323,746
716,1,901,411
717,1,18,102
718,0,219,599
719,0,701,748
720,0,216,360
721,1,759,425
722,0,395,296
723,0,551,617
724,1,693,875
725,1,516,705
726,0,709,365
727,1,790,297
728,1,407,419
729,1,301,752
730,0,758,819
731,1,552,220
732,0,497,902
733,3,713,37
734,0,299,382
735,1,679,681
736,3,555,981
737,5,334,757
738,1,24,441
739,1,613,784
740,1,504,892
741,3,75,899
742,1,536,909
743,1,332,188
744,3,657,182
745,1,193,371
746,1,524,772
747,0,418,689
748,1,351,233
749,1,583,508
750,0,584,660
751,0,811,952
752,0,166,522
753,1,838,597
754,1,513,124
755,0,48,374
756,0,726,624
757,1,509,333
758,0,327,267
759,3,523,226
760,1,737,8
761,1,103,247
762,1,608,92
763,1,380,482
764,1,5,738
765,1,879,477
766,1,755,871
767,1,220,181
768,1,135,173
769,1,941,939
770,1,21,84
771,0,781,143
772,1,265,257
773,1,740,359
774,0,175,535
775,1,965,712
776,1,82,820
777,3,826,26
778,1,157,152
779,0,711,695
780,4,80,319
781,3,382,676
782,1,141,500
783,0,97,503
784,1,174,373
785,1,73,4
786,1,102,890
787,0,5,452
788,1,442,647
789,1,452,531
790,3,673,222
791,1,697,35
792,1,851,2
793,1,610,350
794,1,527,258
795,1,167,347
796,1,497,478
797,1,377,512
798,1,176,17
799,3,613,973
800,1,543,671
801,0,545,255
802,0,960,754
803,3,941,170
804,0,895,186
805,3,29,0
806,1,16,141
807,0,649,493
808,3,321,479
809,0,386,12
810,1,169,804
811,0,334,786
812,3,960,171
813,0,32,926
814,0,471,623
815,0,353,636
816,1,433,529
817,0,43,912
818,1,741,113
819,0,96,989
820,1,784,128
821,3,715,98
822,1,537,565
823,4,72,169
824,0,653,31
825,0,984,346
826,0,201,55
827,1,956,115
828,3,286,170
829,0,847,184
830,4,824,318
831,1,307,822
832,0,60,780
833,1,372,170
834,0,447,187
835,0,143,664
836,0,415,272
837,1,531,413
838,0,42,974
839,1,383,753
840,1,548,419
841,1,79,688
842,0,708,606
843,1,755,107
844,0,54,127
845,1,517,878
846,1,444,519
847,0,534,36
848,1,806,489
849,1,814,156
850,1,78,946
851,3,701,406
852,1,324,303
853,0,715,794
854,2,47,596
855,1,875,270
856,1,508,525
857,1,114,768
858,1,579,722
859,1,779,265
860,0,563,384
861,1,873,421
862,2,920,708
863,0,303,182
864,0,157,985
865,3,923,332
866,1,512,140
867,0,731,837
868,0,818,487
869,3,726,520
870,0,142,587
871,1,680,628
872,1,957,28
873,1,404,869
874,1,314,509
875,1,408,347
876,0,640,135
877,1,869,36
878,5,435,885
879,0,835,613
880,1,532,570
881,0,462,834
882,1,614,894
883,1,810,898
884,0,994,405
885,1,103,582
886,1,925,901
887,1,862,581
888,1,66,0
889,3,478,39
890,1,816,232
891,1,8,531
892,1,841,292
893,1,705,769
894,0,753,507
895,1,202,753
896,5,2,837
897,1,563,218
898,1,338,230
899,0,794,323
900,0,4,131
901,1,756,584
902,0,989,155
903,3,72,643
904,0,418,287
905,1,694,988
906,1,931,498
907,1,280,650
908,3,315,561
909,1,796,352
910,1,158,289
911,1,49,127
912,1,977,869
913,1,969,447
914,1,542,793
915,0,546,947
916,1,876,916
917,0,548,652
918,0,264,747
919,0,506,836
920,3,988,237
921,0,466,750
922,0,673,960
923,0,534,454
924,2,849,199
925,1,732,388
926,3,435,956
927,0,897,709
928,1,93,574
929,1,889,39
930,0,612,327
931,0,571,39
932,0,972,304
933,0,576,471
934,1,128,139
935,1,553,381
936,1,273,719
937,3,65,705
938,0,396,387
939,0,754,693
940,1,480,235
941,0,715,678
942,0,747,175
943,0,183,239
944,2,212,625
945,1,650,98
946,4,299,629
947,0,269,319
948,1,55,900
949,1,375,195
950,1,855,753
951,1,873,277
952,1,64,375
953,0,47,423
954,1,225,723
955,1,733,132
956,1,940,921
957,1,672,127
958,1,427,662
959,0,358,713
960,0,735,893
961,1,898,745
962,1,838,398
963,0,832,621
964,1,174,243
965,1,480,611
966,3,734,697
967,1,662,781
968,0,739,616
969,1,917,746
970,1,924,116
971,0,280,317
972,0,948,821
973,1,687,310
974,1,849,40
975,0,463,805
976,0,552,43
977,0,901,263
978,0,1,405
979,1,222,252
980,1,897,130
981,1,930,147
982,1,564,495
983,4,424,710
984,0,237,858
985,3,288,459
986,1,401,589
987,0,818,104
988,1,994,398
989,0,886,375
990,0,233,997
991,0,972,384
992,0,803,162
993,1,268,959
994,1,273,621
995,0,784,511
996,0,82,453
997,1,606,428
998,1,140,545
999,0,305,874
