0,1,856,791,593,384,120,766
1,1,286,295,742,559,193,374
2,0,115,60,204,694,977,194
3,0,597,923,461,778,959,241
4,1,11,104,683,163,420,314
5,0,248,564,789,26,422,226
6,0,307,522,998,775,110,242
7,1,631,313,231,128,624,47
8,0,250,586,926,831,328,311
9,1,724,511,534,928,745,680
10,0,326,345,351,205,293,6
11,5,561,560,190,88,704,135
12,1,754,889,168,884,393,160
13,1,398,649,909,999,957,643
14,3,282,819,419,124,112,145
15,1,439,173,198,630,231,853
16,1,724,925,480,263,417,829
17,1,647,739,164,105,460,98
18,1,576,98,996,276,727,190
19,0,304,440,869,49,227,30
20,1,800,12,131,868,512,369
21,1,775,571,531,397,197,70
22,1,664,314,752,127,418,887
23,0,504,324,489,75,358,594
24,3,826,786,658,626,145,226
25,0,457,760,192,514,372,858
26,3,926,648,579,593,686,96
27,1,106,227,174,122,706,789
28,0,339,641,566,171,337,856
29,1,230,526,993,197,645,378
30,2,76,519,598,227,794,825
31,1,259,443,52,242,445,38
32,1,864,673,247,610,403,376
33,3,759,48,876,878,103,546
34,0,596,747,320,792,503,161
35,0,361,542,396,565,595,955
36,1,833,649,14,872,508,294
37,0,223,923,697,367,693,93
38,1,934,803,624,500,434,882
39,4,398,556,779,999,805,679
40,1,920,95,930,498,694,34
41,0,77,398,102,462,676,359
42,0,568,744,261,682,481,950
43,0,729,530,460,743,223,699
44,1,324,851,442,917,230,518
45,1,930,592,665,191,248,919
46,0,241,918,262,512,859,492
47,1,717,615,701,97,523,757
48,1,233,392,82,837,29,936
49,1,136,700,928,159,0,482
50,1,26,185,145,837,744,398
51,0,151,246,97,681,916,421
52,1,176,537,842,53,402,234
53,1,348,216,390,924,888,344
54,0,222,682,674,100,709,425
55,4,553,557,956,119,99,122
56,0,836,716,433,899,183,773
57,0,615,573,764,641,170,365
58,3,95,241,107,965,466,798
59,3,579,725,103,656,880,938
60,0,646,490,337,418,965,709
61,1,701,366,462,552,437,241
62,1,73,124,891,684,696,105
63,1,829,746,955,467,46,262
64,0,676,69,127,629,156,207
65,0,604,438,583,14,871,400
66,3,913,206,443,734,796,589
67,1,69,600,291,558,417,89
68,0,596,677,191,66,115,121
69,1,1,10,975,182,822,55
70,0,3,13,27,456,33,343
71,1,288,759,628,904,975,233
72,0,779,836,693,620,46,152
73,0,731,470,126,801,150,768
74,1,753,15,885,277,57,701
75,1,830,811,828,216,625,41
76,1,996,260,314,780,871,836
77,1,22,813,404,582,401,165
78,0,653,392,61,305,352,402
79,1,386,665,312,331,221,728
80,0,414,632,652,434,637,243
81,0,702,313,125,858,221,420
82,0,863,379,992,824,601,687
83,1,319,742,979,855,485,449
84,1,755,735,354,470,381,549
85,0,841,22,539,976,792,49
86,0,713,154,708,914,298,114
87,0,785,136,353,41,79,789
88,1,569,639,879,100,899,49
89,0,204,131,39,705,94,456
90,3,194,766,11,521,634,504
91,1,432,597,191,420,657,348
92,1,837,72,331,998,518,673
93,1,820,849,747,962,656,794
94,1,829,435,22,498,573,89
95,1,73,812,823,263,833,799
96,1,405,240,468,515,713,535
97,1,529,299,705,160,513,434
98,1,377,34,947,187,386,317
99,0,505,944,535,638,623,185
100,0,19,311,267,557,83,356
101,3,230,37,241,169,528,743
102,0,462,847,311,60,178,353
103,1,498,47,729,529,883,991
104,1,485,246,924,686,683,718
105,1,264,929,205,823,539,975
106,1,952,992,865,268,828,130
107,1,325,557,763,103,563,797
108,4,82,803,603,226,115,107
109,1,980,806,98,554,511,432
110,1,532,308,921,668,476,707
111,0,715,737,67,218,523,169
112,4,181,908,978,512,732,899
113,3,171,463,496,498,48,853
114,0,503,923,957,218,640,458
115,3,672,309,202,947,924,484
116,1,111,752,694,363,465,424
117,0,240,329,544,481,686,805
118,1,824,225,484,788,269,731
119,1,38,610,828,972,146,140
120,1,681,607,87,870,849,424
121,0,970,387,876,535,779,580
122,1,942,177,194,644,460,943
123,0,430,581,177,891,990,406
124,1,166,129,721,887,960,674
125,0,229,804,810,664,458,53
126,0,857,17,640,315,480,106
127,1,436,69,805,269,419,183
128,1,363,43,899,679,633,806
129,0,297,188,2,190,141,177
130,0,845,118,126,132,326,468
131,3,585,780,895,314,637,711
132,1,714,448,391,452,219,554
133,1,230,138,586,630,731,889
134,1,234,683,505,193,31,855
135,0,852,197,384,675,580,752
136,1,770,751,394,38,148,999
137,1,259,768,882,727,330,268
138,1,198,800,48,435,77,413
139,0,195,839,168,215,536,843
140,5,817,216,714,561,125,173
141,1,996,733,526,388,284,215
142,1,639,862,608,771,583,2
143,0,467,607,138,972,948,776
144,1,201,925,271,253,686,532
145,1,99,876,676,690,881,834
146,0,627,699,361,667,832,714
147,0,925,418,518,87,76,95
148,1,252,875,696,590,455,839
149,1,899,890,65,221,32,589
150,1,937,894,80,307,554,181
151,0,77,372,43,930,110,312
152,3,513,646,946,701,480,963
153,1,654,983,704,343,641,129
154,1,563,189,872,102,365,618
155,1,938,181,578,738,484,947
156,0,717,479,495,759,682,876
157,1,511,13,686,398,480,215
158,1,938,787,99,676,850,81
159,1,970,157,378,938,980,60
160,0,9,884,653,386,703,415
161,1,618,144,407,875,844,673
162,1,140,22,800,495,669,536
163,3,171,600,336,929,738,332
164,1,679,451,483,385,953,591
165,1,869,8,509,366,837,111
166,3,475,195,231,421,779,451
167,0,46,808,5,355,311,948
168,1,241,579,840,629,285,118
169,1,809,543,261,660,935,51
170,1,565,36,132,739,17,613
171,0,22,415,26,856,496,761
172,0,501,713,591,975,68,884
173,1,330,618,231,804,56,887
174,0,580,672,414,197,824,494
175,4,684,506,483,143,615,432
176,0,922,304,829,90,389,860
177,1,106,661,836,102,180,917
178,1,15,834,112,250,396,956
179,4,621,543,641,698,660,981
180,4,845,86,992,536,332,353
181,1,260,820,411,882,438,915
182,0,573,110,778,585,145,27
183,1,806,506,428,374,631,894
184,0,898,284,140,207,65,21
185,1,656,13,253,356,400,450
186,1,609,708,851,823,765,945
187,0,656,733,709,561,737,920
188,0,974,362,742,766,193,237
189,0,742,876,617,899,556,244
190,1,886,722,386,174,155,898
191,0,240,939,726,64,793,298
192,3,994,355,838,135,531,421
193,3,976,212,988,362,536,133
194,5,812,377,107,680,637,161
195,0,823,876,668,214,578,716
196,1,80,949,418,299,304,897
197,0,693,193,138,119,141,746
198,0,540,679,299,651,209,622
199,4,649,357,775,738,110,656
200,1,706,809,493,554,161,36
201,0,117,381,539,206,957,601
202,1,132,164,396,856,693,145
203,1,950,574,388,413,758,258
204,0,770,806,42,539,494,486
205,0,998,122,144,783,97,634
206,1,898,801,456,303,886,11
207,0,374,201,47,555,962,216
208,0,580,579,357,957,562,972
209,3,965,683,399,770,929,815
210,0,623,943,34,863,247,275
211,0,928,737,647,183,439,469
212,1,256,147,229,980,580,758
213,1,632,527,74,108,495,860
214,1,445,240,304,645,423,524
215,1,924,796,106,469,428,189
216,1,343,705,765,351,810,307
217,4,947,157,85,31,734,717
218,5,797,669,415,816,200,207
219,1,932,597,493,5,171,119
220,1,256,819,751,71,80,394
221,1,371,270,452,243,649,783
222,1,669,268,932,631,347,593
223,0,617,379,461,424,727,458
224,0,806,756,142,771,804,413
225,4,287,926,405,98,241,313
226,1,742,666,636,657,870,381
227,0,699,323,317,528,588,187
228,0,478,811,423,77,984,474
229,0,455,296,292,51,637,801
230,3,884,31,599,105,989,325
231,1,13,452,250,605,90,658
232,1,994,9,763,942,867,698
233,1,234,543,694,776,629,869
234,1,529,276,370,609,615,969
235,1,191,919,801,797,323,294
236,0,829,397,820,43,220,825
237,1,807,852,843,111,606,621
238,5,666,311,619,954,524,750
239,1,379,130,41,929,487,964
240,0,465,539,268,948,889,845
241,0,768,831,990,6,907,113
242,1,138,933,807,22,402,131
243,1,125,22,994,945,898,274
244,0,368,246,484,634,233,65
245,1,864,852,556,122,548,160
246,1,18,299,134,849,775,887
247,1,759,756,747,846,527,937
248,1,170,135,628,122,327,234
249,1,964,146,367,357,393,636
250,1,893,405,707,494,72,211
251,1,931,294,521,84,433,428
252,1,518,126,452,270,842,586
253,0,240,556,701,17,173,379
254,1,699,398,233,602,361,524
255,0,183,459,166,850,873,401
256,3,349,283,119,653,250,850
257,0,65,439,135,973,741,604
258,1,572,930,333,386,375,604
259,1,566,526,666,513,871,469
260,1,352,129,279,579,526,34
261,0,152,542,517,179,408,710
262,1,220,132,826,505,512,153
263,1,944,833,217,802,59,587
264,1,735,52,455,941,758,129
265,1,518,774,196,276,920,141
266,1,732,34,908,728,544,2
267,1,150,861,496,386,610,778
268,1,769,288,832,29,430,440
269,1,186,468,255,992,886,488
270,3,385,594,692,566,882,886
271,1,414,833,812,492,520,380
272,0,840,883,945,147,175,70
273,0,831,503,988,622,163,585
274,1,779,57,834,664,68,633
275,1,575,203,925,999,922,496
276,0,238,226,477,678,26,393
277,1,2,944,765,320,853,311
278,0,823,170,635,691,957,634
279,1,248,464,656,815,673,754
280,0,225,71,9,114,484,393
281,0,618,851,98,850,36,675
282,0,29,409,58,37,182,176
283,0,770,355,921,855,756,523
284,1,211,628,925,931,313,641
285,1,809,650,150,6,907,333
286,1,627,530,829,384,97,837
287,1,839,788,186,248,234,462
288,0,230,781,286,838,754,807
289,0,670,259,543,13,186,365
290,1,792,494,613,671,878,91
291,1,786,760,335,835,751,587
292,0,638,277,631,264,147,448
293,0,455,3,385,976,414,630
294,3,566,438,876,193,383,110
295,1,723,227,893,791,144,37
296,0,881,356,416,200,977,95
297,0,279,108,124,223,171,871
298,1,55,535,408,25,435,518
299,1,103,938,745,832,579,326
300,1,333,68,141,85,342,205
301,1,694,411,551,646,58,376
302,0,748,736,410,200,924,714
303,1,911,285,342,404,943,309
304,1,47,470,934,461,227,196
305,3,514,209,772,613,97,931
306,0,573,277,560,595,606,323
307,1,498,490,605,984,438,588
308,1,262,732,808,320,313,677
309,1,415,153,206,610,89,822
310,0,203,96,887,261,87,162
311,1,301,237,731,387,766,161
312,0,262,513,102,470,847,795
313,0,464,653,439,68,190,892
314,1,221,556,548,312,927,168
315,0,589,982,483,112,657,922
316,1,520,700,508,64,501,797
317,0,456,301,391,422,933,424
318,1,373,771,393,425,636,124
319,0,359,618,667,142,533,425
320,1,755,126,576,934,372,427
321,1,707,221,826,892,532,966
322,1,221,304,588,541,785,78
323,5,475,723,760,809,257,444
324,1,892,491,997,660,877,923
325,4,63,891,390,269,985,537
326,1,260,68,954,844,227,750
327,0,60,246,916,795,479,866
328,1,499,759,636,708,854,570
329,3,347,256,100,682,746,932
330,5,703,962,721,17,232,517
331,0,641,27,266,732,228,686
332,0,163,134,732,175,91,824
333,0,697,196,288,54,681,32
334,0,390,920,30,361,738,261
335,0,998,502,846,88,282,641
336,0,957,434,377,198,736,937
337,1,821,289,865,295,551,219
338,0,188,579,167,460,145,376
339,1,705,170,83,825,723,957
340,1,21,4,62,732,177,804
341,1,148,576,188,712,171,69
342,0,119,691,3,676,564,332
343,1,3,527,203,807,237,905
344,0,80,610,300,995,109,687
345,0,742,774,126,685,796,410
346,1,615,775,317,660,995,224
347,3,838,917,163,904,80,400
348,1,288,298,822,573,362,318
349,3,77,572,500,57,577,568
350,1,313,168,521,106,939,77
351,1,153,947,693,223,162,860
352,0,861,899,583,99,110,890
